backend,run_id,candidate_id,server_state_sha,serve_config,serve_params_json,server_cmd,workload,input_len,output_len,max_concurrency,request_rate,seed,repeat,valid,failure_reason,completed,failed,duration_sec,request_throughput,output_throughput,total_throughput,output_tok_s_per_gpu,total_tok_s_per_gpu,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_tpot_ms,p50_tpot_ms,p95_tpot_ms,p99_tpot_ms,mean_e2e_ms,p95_e2e_ms,p99_e2e_ms,source_path
sglang,qwen3-a3b-4gpu-parallelism,ecde138830b5,6344bdf6aac8,sglang_tp4_dpattn,"{""attention_backend"":""triton"",""chunked_prefill_size"":8192,""context_length"":8192,""disable_radix_cache"":true,""dp"":4,""dtype"":""bfloat16"",""enable_dp_attention"":true,""max_running_requests"":128,""mem_fraction_static"":0.85,""tp"":4}",.backends/sglang/bin/python -m sglang.launch_server --model-path Qwen/Qwen3-30B-A3B --host 127.0.0.1 --port 19101 --dtype bfloat16 --trust-remote-code --tp 4 --context-length 8192 --mem-fraction-static 0.85 --disable-radix-cache --max-running-requests 128 --chunked-prefill-size 8192 --attention-backend triton --dp 4 --enable-dp-attention,prompt4096_out128_conc4_seed0_rep0,4096,128,4,inf,0,0,True,,32,0,18.76113933697343,1.7056533414757038,117.05046055877018,4028.006969228717,29.262615139692546,1007.0017423071793,631.6574483971635,553.338686004281,,1552.3387011303566,27.515768100807087,23.536396220335536,,71.14904553710424,2293.7576823715062,,5637.781015038492,results/qwen3-a3b-4gpu-parallelism/raw/sglang/sglang_tp4_dpattn/prompt4096_out128_conc4_seed0_rep0/result.json
sglang,qwen3-a3b-4gpu-parallelism,ecde138830b5,9c67aa52a1a7,sglang_tp4_dpattn,"{""attention_backend"":""triton"",""chunked_prefill_size"":8192,""context_length"":8192,""disable_radix_cache"":true,""dp"":4,""dtype"":""bfloat16"",""enable_dp_attention"":true,""max_running_requests"":128,""mem_fraction_static"":0.85,""tp"":4}",.backends/sglang/bin/python -m sglang.launch_server --model-path Qwen/Qwen3-30B-A3B --host 127.0.0.1 --port 19101 --dtype bfloat16 --trust-remote-code --tp 4 --context-length 8192 --mem-fraction-static 0.85 --disable-radix-cache --max-running-requests 128 --chunked-prefill-size 8192 --attention-backend triton --dp 4 --enable-dp-attention,prompt4096_out128_conc64_seed0_rep0,4096,128,64,inf,0,0,True,,32,0,13.021572384983301,2.4574605165888372,168.64322795090897,5803.446601206826,42.16080698772724,1450.8616503017065,6491.816115732945,6806.7236440838315,,10528.976475802483,109.43919919049878,87.07275943601356,,393.5570278528908,11913.140349781315,,12957.01421130565,results/qwen3-a3b-4gpu-parallelism/raw/sglang/sglang_tp4_dpattn/prompt4096_out128_conc64_seed0_rep0/result.json
sglang,qwen3-a3b-4gpu-parallelism,982d1b6dddc5,90ea3900f2ae,sglang_tp4_dpattn2_ep,"{""attention_backend"":""triton"",""chunked_prefill_size"":8192,""context_length"":8192,""disable_radix_cache"":true,""dp"":2,""dtype"":""bfloat16"",""enable_dp_attention"":true,""ep"":4,""max_running_requests"":128,""mem_fraction_static"":0.85,""moe_a2a_backend"":""none"",""moe_runner_backend"":""auto"",""tp"":4}",.backends/sglang/bin/python -m sglang.launch_server --model-path Qwen/Qwen3-30B-A3B --host 127.0.0.1 --port 19101 --dtype bfloat16 --trust-remote-code --tp 4 --context-length 8192 --mem-fraction-static 0.85 --disable-radix-cache --max-running-requests 128 --chunked-prefill-size 8192 --attention-backend triton --dp 2 --enable-dp-attention --ep 4 --moe-runner-backend auto --moe-a2a-backend none,prompt256_out128_conc16_seed0_rep0,256,128,16,inf,0,0,True,,32,0,6.566437531961128,4.87326649256083,334.42791305198693,904.295513525819,83.60697826299673,226.07387838145476,373.41326699970523,316.3844125228934,,561.9358055945486,34.62608829850192,37.60865240255953,,48.446728097151215,2680.0080545253877,,5159.283557308372,results/qwen3-a3b-4gpu-parallelism/raw/sglang/sglang_tp4_dpattn2_ep/prompt256_out128_conc16_seed0_rep0/result.json
sglang,qwen3-a3b-4gpu-parallelism,982d1b6dddc5,c9f9857d618a,sglang_tp4_dpattn2_ep,"{""attention_backend"":""triton"",""chunked_prefill_size"":8192,""context_length"":8192,""disable_radix_cache"":true,""dp"":2,""dtype"":""bfloat16"",""enable_dp_attention"":true,""ep"":4,""max_running_requests"":128,""mem_fraction_static"":0.85,""moe_a2a_backend"":""none"",""moe_runner_backend"":""auto"",""tp"":4}",.backends/sglang/bin/python -m sglang.launch_server --model-path Qwen/Qwen3-30B-A3B --host 127.0.0.1 --port 19101 --dtype bfloat16 --trust-remote-code --tp 4 --context-length 8192 --mem-fraction-static 0.85 --disable-radix-cache --max-running-requests 128 --chunked-prefill-size 8192 --attention-backend triton --dp 2 --enable-dp-attention --ep 4 --moe-runner-backend auto --moe-a2a-backend none,prompt256_out128_conc4_seed0_rep0,256,128,4,inf,0,0,True,,32,0,12.507035355083644,2.5585599697687904,175.58117792538323,474.77278439022115,43.89529448134581,118.69319609755529,225.44677225960186,161.48604749469087,,454.66604638611904,19.063110892225588,18.770128654045738,,29.753635939236045,1505.2404285379453,,3036.4881430275273,results/qwen3-a3b-4gpu-parallelism/raw/sglang/sglang_tp4_dpattn2_ep/prompt256_out128_conc4_seed0_rep0/result.json
sglang,qwen3-a3b-4gpu-parallelism,982d1b6dddc5,286650a5fe36,sglang_tp4_dpattn2_ep,"{""attention_backend"":""triton"",""chunked_prefill_size"":8192,""context_length"":8192,""disable_radix_cache"":true,""dp"":2,""dtype"":""bfloat16"",""enable_dp_attention"":true,""ep"":4,""max_running_requests"":128,""mem_fraction_static"":0.85,""moe_a2a_backend"":""none"",""moe_runner_backend"":""auto"",""tp"":4}",.backends/sglang/bin/python -m sglang.launch_server --model-path Qwen/Qwen3-30B-A3B --host 127.0.0.1 --port 19101 --dtype bfloat16 --trust-remote-code --tp 4 --context-length 8192 --mem-fraction-static 0.85 --disable-radix-cache --max-running-requests 128 --chunked-prefill-size 8192 --attention-backend triton --dp 2 --enable-dp-attention --ep 4 --moe-runner-backend auto --moe-a2a-backend none,prompt256_out128_conc64_seed0_rep0,256,128,64,inf,0,0,True,,32,0,3.8207115329569206,8.375403304848454,574.7620517952253,1554.1607757559414,143.69051294880632,388.54019393898534,691.9600096953218,700.5436545005068,,725.4479354957584,27.52471739487293,27.426382348368442,,29.976836955441197,2488.046551537991,,3766.1255848722067,results/qwen3-a3b-4gpu-parallelism/raw/sglang/sglang_tp4_dpattn2_ep/prompt256_out128_conc64_seed0_rep0/result.json
sglang,qwen3-a3b-4gpu-parallelism,982d1b6dddc5,1ba114970a4e,sglang_tp4_dpattn2_ep,"{""attention_backend"":""triton"",""chunked_prefill_size"":8192,""context_length"":8192,""disable_radix_cache"":true,""dp"":2,""dtype"":""bfloat16"",""enable_dp_attention"":true,""ep"":4,""max_running_requests"":128,""mem_fraction_static"":0.85,""moe_a2a_backend"":""none"",""moe_runner_backend"":""auto"",""tp"":4}",.backends/sglang/bin/python -m sglang.launch_server --model-path Qwen/Qwen3-30B-A3B --host 127.0.0.1 --port 19101 --dtype bfloat16 --trust-remote-code --tp 4 --context-length 8192 --mem-fraction-static 0.85 --disable-radix-cache --max-running-requests 128 --chunked-prefill-size 8192 --attention-backend triton --dp 2 --enable-dp-attention --ep 4 --moe-runner-backend auto --moe-a2a-backend none,prompt4096_out128_conc16_seed0_rep0,4096,128,16,inf,0,0,True,,32,0,15.720459998003207,2.035563845082434,139.69056886878204,4807.111242902485,34.92264221719551,1201.7778107256213,2021.6270235287084,1009.4536819960922,,5266.751178809209,78.00702632689863,88.73427256210626,,115.45636603282765,7208.6523111102,,14162.92549348087,results/qwen3-a3b-4gpu-parallelism/raw/sglang/sglang_tp4_dpattn2_ep/prompt4096_out128_conc16_seed0_rep0/result.json
sglang,qwen3-a3b-4gpu-parallelism,982d1b6dddc5,344c8030440a,sglang_tp4_dpattn2_ep,"{""attention_backend"":""triton"",""chunked_prefill_size"":8192,""context_length"":8192,""disable_radix_cache"":true,""dp"":2,""dtype"":""bfloat16"",""enable_dp_attention"":true,""ep"":4,""max_running_requests"":128,""mem_fraction_static"":0.85,""moe_a2a_backend"":""none"",""moe_runner_backend"":""auto"",""tp"":4}",.backends/sglang/bin/python -m sglang.launch_server --model-path Qwen/Qwen3-30B-A3B --host 127.0.0.1 --port 19101 --dtype bfloat16 --trust-remote-code --tp 4 --context-length 8192 --mem-fraction-static 0.85 --disable-radix-cache --max-running-requests 128 --chunked-prefill-size 8192 --attention-backend triton --dp 2 --enable-dp-attention --ep 4 --moe-runner-backend auto --moe-a2a-backend none,prompt4096_out128_conc4_seed0_rep0,4096,128,4,inf,0,0,True,,32,0,21.281131398980506,1.5036794520019265,103.19000239363221,3551.0330058683,25.797500598408053,887.758251467075,593.054008877516,478.8138750009239,,1630.6199817662127,32.346872039346025,28.20448860703533,,78.51117206311129,2593.765087574866,,6136.729536703789,results/qwen3-a3b-4gpu-parallelism/raw/sglang/sglang_tp4_dpattn2_ep/prompt4096_out128_conc4_seed0_rep0/result.json
sglang,qwen3-a3b-4gpu-parallelism,982d1b6dddc5,1fcd2b74bc58,sglang_tp4_dpattn2_ep,"{""attention_backend"":""triton"",""chunked_prefill_size"":8192,""context_length"":8192,""disable_radix_cache"":true,""dp"":2,""dtype"":""bfloat16"",""enable_dp_attention"":true,""ep"":4,""max_running_requests"":128,""mem_fraction_static"":0.85,""moe_a2a_backend"":""none"",""moe_runner_backend"":""auto"",""tp"":4}",.backends/sglang/bin/python -m sglang.launch_server --model-path Qwen/Qwen3-30B-A3B --host 127.0.0.1 --port 19101 --dtype bfloat16 --trust-remote-code --tp 4 --context-length 8192 --mem-fraction-static 0.85 --disable-radix-cache --max-running-requests 128 --chunked-prefill-size 8192 --attention-backend triton --dp 2 --enable-dp-attention --ep 4 --moe-runner-backend auto --moe-a2a-backend none,prompt4096_out128_conc64_seed0_rep0,4096,128,64,inf,0,0,True,,32,0,14.056923366966657,2.2764583091630866,156.22195146631682,5375.998575732952,39.055487866579206,1343.999643933238,6609.017768449121,6654.722083010711,,10790.090425742092,122.6144182780238,94.24243868900503,,457.91782680447113,12645.921937011735,,13993.951713345014,results/qwen3-a3b-4gpu-parallelism/raw/sglang/sglang_tp4_dpattn2_ep/prompt4096_out128_conc64_seed0_rep0/result.json
sglang,qwen3-a3b-4gpu-parallelism,058c3e72a3b9,3c06e5615fd5,sglang_tp4_dpattn_ep,"{""attention_backend"":""triton"",""chunked_prefill_size"":8192,""context_length"":8192,""disable_radix_cache"":true,""dp"":4,""dtype"":""bfloat16"",""enable_dp_attention"":true,""ep"":4,""max_running_requests"":128,""mem_fraction_static"":0.85,""moe_a2a_backend"":""none"",""moe_runner_backend"":""auto"",""tp"":4}",.backends/sglang/bin/python -m sglang.launch_server --model-path Qwen/Qwen3-30B-A3B --host 127.0.0.1 --port 19101 --dtype bfloat16 --trust-remote-code --tp 4 --context-length 8192 --mem-fraction-static 0.85 --disable-radix-cache --max-running-requests 128 --chunked-prefill-size 8192 --attention-backend triton --dp 4 --enable-dp-attention --ep 4 --moe-runner-backend auto --moe-a2a-backend none,prompt256_out128_conc16_seed0_rep0,256,128,16,inf,0,0,True,,32,0,5.583076016046107,5.73160743433011,393.3315601809038,1063.5714045328812,98.33289004522595,265.8928511332203,301.28235696975025,352.17179503524676,,510.8796095917933,29.78820111908452,32.35604117319349,,50.96673918776037,2251.8066097145493,,4302.802979649278,results/qwen3-a3b-4gpu-parallelism/raw/sglang/sglang_tp4_dpattn_ep/prompt256_out128_conc16_seed0_rep0/result.json
sglang,qwen3-a3b-4gpu-parallelism,058c3e72a3b9,844987759920,sglang_tp4_dpattn_ep,"{""attention_backend"":""triton"",""chunked_prefill_size"":8192,""context_length"":8192,""disable_radix_cache"":true,""dp"":4,""dtype"":""bfloat16"",""enable_dp_attention"":true,""ep"":4,""max_running_requests"":128,""mem_fraction_static"":0.85,""moe_a2a_backend"":""none"",""moe_runner_backend"":""auto"",""tp"":4}",.backends/sglang/bin/python -m sglang.launch_server --model-path Qwen/Qwen3-30B-A3B --host 127.0.0.1 --port 19101 --dtype bfloat16 --trust-remote-code --tp 4 --context-length 8192 --mem-fraction-static 0.85 --disable-radix-cache --max-running-requests 128 --chunked-prefill-size 8192 --attention-backend triton --dp 4 --enable-dp-attention --ep 4 --moe-runner-backend auto --moe-a2a-backend none,prompt256_out128_conc4_seed0_rep0,256,128,4,inf,0,0,True,,32,0,9.711676115985028,3.295002800528869,226.11956718629364,611.4289571731383,56.52989179657341,152.85723929328458,159.4068906015309,133.58788000186905,,267.77375864214264,15.58009375864666,15.245605430813116,,23.787542289651434,1167.2280046332162,,2344.1183541330975,results/qwen3-a3b-4gpu-parallelism/raw/sglang/sglang_tp4_dpattn_ep/prompt256_out128_conc4_seed0_rep0/result.json
sglang,qwen3-a3b-4gpu-parallelism,058c3e72a3b9,f24f3ce68907,sglang_tp4_dpattn_ep,"{""attention_backend"":""triton"",""chunked_prefill_size"":8192,""context_length"":8192,""disable_radix_cache"":true,""dp"":4,""dtype"":""bfloat16"",""enable_dp_attention"":true,""ep"":4,""max_running_requests"":128,""mem_fraction_static"":0.85,""moe_a2a_backend"":""none"",""moe_runner_backend"":""auto"",""tp"":4}",.backends/sglang/bin/python -m sglang.launch_server --model-path Qwen/Qwen3-30B-A3B --host 127.0.0.1 --port 19101 --dtype bfloat16 --trust-remote-code --tp 4 --context-length 8192 --mem-fraction-static 0.85 --disable-radix-cache --max-running-requests 128 --chunked-prefill-size 8192 --attention-backend triton --dp 4 --enable-dp-attention --ep 4 --moe-runner-backend auto --moe-a2a-backend none,prompt256_out128_conc64_seed0_rep0,256,128,64,inf,0,0,True,,32,0,3.1898589869961143,10.03179141474663,688.4316858369874,1861.5242943989215,172.10792145924685,465.38107359973037,624.8915769938321,632.6525589684024,,658.3458429959137,21.986421647198974,22.415423493985685,,23.411984671140093,2084.1397011463414,,3137.45680728578,results/qwen3-a3b-4gpu-parallelism/raw/sglang/sglang_tp4_dpattn_ep/prompt256_out128_conc64_seed0_rep0/result.json
sglang,qwen3-a3b-4gpu-parallelism,058c3e72a3b9,9a9b40d49d26,sglang_tp4_dpattn_ep,"{""attention_backend"":""triton"",""chunked_prefill_size"":8192,""context_length"":8192,""disable_radix_cache"":true,""dp"":4,""dtype"":""bfloat16"",""enable_dp_attention"":true,""ep"":4,""max_running_requests"":128,""mem_fraction_static"":0.85,""moe_a2a_backend"":""none"",""moe_runner_backend"":""auto"",""tp"":4}",.backends/sglang/bin/python -m sglang.launch_server --model-path Qwen/Qwen3-30B-A3B --host 127.0.0.1 --port 19101 --dtype bfloat16 --trust-remote-code --tp 4 --context-length 8192 --mem-fraction-static 0.85 --disable-radix-cache --max-running-requests 128 --chunked-prefill-size 8192 --attention-backend triton --dp 4 --enable-dp-attention --ep 4 --moe-runner-backend auto --moe-a2a-backend none,prompt4096_out128_conc16_seed0_rep0,4096,128,16,inf,0,0,True,,32,0,14.436673944001086,2.2165770401219773,152.1125993783707,5234.585216313057,38.028149844592676,1308.6463040782642,1955.864080984611,1307.106369000394,,4766.1458992015105,69.06016933501485,75.94872546099435,,103.43012857170173,6623.805599447223,,13029.682610852178,results/qwen3-a3b-4gpu-parallelism/raw/sglang/sglang_tp4_dpattn_ep/prompt4096_out128_conc16_seed0_rep0/result.json
sglang,qwen3-a3b-4gpu-parallelism,058c3e72a3b9,57ec445fc1c2,sglang_tp4_dpattn_ep,"{""attention_backend"":""triton"",""chunked_prefill_size"":8192,""context_length"":8192,""disable_radix_cache"":true,""dp"":4,""dtype"":""bfloat16"",""enable_dp_attention"":true,""ep"":4,""max_running_requests"":128,""mem_fraction_static"":0.85,""moe_a2a_backend"":""none"",""moe_runner_backend"":""auto"",""tp"":4}",.backends/sglang/bin/python -m sglang.launch_server --model-path Qwen/Qwen3-30B-A3B --host 127.0.0.1 --port 19101 --dtype bfloat16 --trust-remote-code --tp 4 --context-length 8192 --mem-fraction-static 0.85 --disable-radix-cache --max-running-requests 128 --chunked-prefill-size 8192 --attention-backend triton --dp 4 --enable-dp-attention --ep 4 --moe-runner-backend auto --moe-a2a-backend none,prompt4096_out128_conc4_seed0_rep0,4096,128,4,inf,0,0,True,,32,0,18.871882906998508,1.6956442638870455,116.3635876092485,4004.369906935751,29.090896902312124,1001.0924767339377,605.3977798765118,522.8106589638628,,1446.0963674646337,28.17912096950486,24.500189924563326,,70.71901895136914,2308.0588201919454,,5485.434007419974,results/qwen3-a3b-4gpu-parallelism/raw/sglang/sglang_tp4_dpattn_ep/prompt4096_out128_conc4_seed0_rep0/result.json
